geo3,geo2,geo1,geo0
FRI13,FRI1,FRI,FR
FRI14,FRI1,FRI,FR
FRI15,FRI1,FRI,FR
FRI21,FRI2,FRI,FR
FRI22,FRI2,FRI,FR
FRI23,FRI2,FRI,FR
FRI31,FRI3,FRI,FR
FRI32,FRI3,FRI,FR
FRI33,FRI3,FRI,FR
FRI34,FRI3,FRI,FR
FRJ11,FRJ1,FRJ,FR
FRJ12,FRJ1,FRJ,FR
FRJ13,FRJ1,FRJ,FR
FRJ14,FRJ1,FRJ,FR
FRJ15,FRJ1,FRJ,FR
FRJ21,FRJ2,FRJ,FR
FRJ22,FRJ2,FRJ,FR
FRJ23,FRJ2,FRJ,FR
FRJ24,FRJ2,FRJ,FR
FRJ25,FRJ2,FRJ,FR
FRJ26,FRJ2,FRJ,FR
FRJ27,FRJ2,FRJ,FR
FRJ28,FRJ2,FRJ,FR
FRK11,FRK1,FRK,FR
FRK12,FRK1,FRK,FR
FRK13,FRK1,FRK,FR
FRK14,FRK1,FRK,FR
FRK21,FRK2,FRK,FR
FRK22,FRK2,FRK,FR
FRK23,FRK2,FRK,FR
FRK24,FRK2,FRK,FR
FRK25,FRK2,FRK,FR
FRK26,FRK2,FRK,FR
FRK27,FRK2,FRK,FR
FRK28,FRK2,FRK,FR
FRL01,FRL0,FRL,FR
FRL02,FRL0,FRL,FR
FRL03,FRL0,FRL,FR
FRL04,FRL0,FRL,FR
FRL05,FRL0,FRL,FR
FRL06,FRL0,FRL,FR
FRM01,FRM0,FRM,FR
FRM02,FRM0,FRM,FR
FRY10,FRY1,FRY,FR
FRY20,FRY2,FRY,FR
FRY30,FRY3,FRY,FR
FRY40,FRY4,FRY,FR
FRY50,FRY5,FRY,FR
HR031,HR03,HR0,HR
HR032,HR03,HR0,HR
HR033,HR03,HR0,HR
HR034,HR03,HR0,HR
HR035,HR03,HR0,HR
HR036,HR03,HR0,HR
HR037,HR03,HR0,HR
HR041,HR04,HR0,HR
HR042,HR04,HR0,HR
HR043,HR04,HR0,HR
HR044,HR04,HR0,HR
HR045,HR04,HR0,HR
HR046,HR04,HR0,HR
HR047,HR04,HR0,HR
HR048,HR04,HR0,HR
HR049,HR04,HR0,HR
HR04A,HR04,HR0,HR
HR04B,HR04,HR0,HR
HR04C,HR04,HR0,HR
HR04D,HR04,HR0,HR
HR04E,HR04,HR0,HR
HU110,HU11,HU1,HU
HU120,HU12,HU1,HU
HU211,HU21,HU2,HU
HU212,HU21,HU2,HU
HU213,HU21,HU2,HU
HU221,HU22,HU2,HU
HU222,HU22,HU2,HU
HU223,HU22,HU2,HU
HU231,HU23,HU2,HU
HU232,HU23,HU2,HU
HU233,HU23,HU2,HU
HU311,HU31,HU3,HU
HU312,HU31,HU3,HU
HU313,HU31,HU3,HU
HU321,HU32,HU3,HU
HU322,HU32,HU3,HU
HU323,HU32,HU3,HU
HU331,HU33,HU3,HU
HU332,HU33,HU3,HU
HU333,HU33,HU3,HU
IE041,IE04,IE0,IE
IE042,IE04,IE0,IE
IE051,IE05,IE0,IE
IE052,IE05,IE0,IE
IE053,IE05,IE0,IE
IE061,IE06,IE0,IE
IE062,IE06,IE0,IE
IE063,IE06,IE0,IE
IS001,IS00,IS0,IS
IS002,IS00,IS0,IS
ITC11,ITC1,ITC,IT
ITC12,ITC1,ITC,IT
ITC13,ITC1,ITC,IT
ITC14,ITC1,ITC,IT
ITC15,ITC1,ITC,IT
ITC16,ITC1,ITC,IT
ITC17,ITC1,ITC,IT
ITC18,ITC1,ITC,IT
ITC20,ITC2,ITC,IT
ITC31,ITC3,ITC,IT
ITC32,ITC3,ITC,IT
ITC33,ITC3,ITC,IT
ITC34,ITC3,ITC,IT
ITC41,ITC4,ITC,IT
ITC42,ITC4,ITC,IT
ITC43,ITC4,ITC,IT
ITC44,ITC4,ITC,IT
ITC46,ITC4,ITC,IT
ITC47,ITC4,ITC,IT
ITC48,ITC4,ITC,IT
ITC49,ITC4,ITC,IT
ITC4A,ITC4,ITC,IT
ITC4B,ITC4,ITC,IT
ITC4C,ITC4,ITC,IT
ITC4D,ITC4,ITC,IT
ITF11,ITF1,ITF,IT
ITF12,ITF1,ITF,IT
ITF13,ITF1,ITF,IT
ITF14,ITF1,ITF,IT
ITF21,ITF2,ITF,IT
ITF22,ITF2,ITF,IT
ITF31,ITF3,ITF,IT
ITF32,ITF3,ITF,IT
ITF33,ITF3,ITF,IT
ITF34,ITF3,ITF,IT
ITF35,ITF3,ITF,IT
ITF43,ITF4,ITF,IT
ITF44,ITF4,ITF,IT
ITF45,ITF4,ITF,IT
ITF46,ITF4,ITF,IT
ITF47,ITF4,ITF,IT
ITF48,ITF4,ITF,IT
ITF51,ITF5,ITF,IT
ITF52,ITF5,ITF,IT
ITF61,ITF6,ITF,IT
ITF62,ITF6,ITF,IT
ITF63,ITF6,ITF,IT
ITF64,ITF6,ITF,IT
ITF65,ITF6,ITF,IT
ITG11,ITG1,ITG,IT
ITG12,ITG1,ITG,IT
ITG13,ITG1,ITG,IT
ITG14,ITG1,ITG,IT
ITG15,ITG1,ITG,IT
ITG16,ITG1,ITG,IT
ITG17,ITG1,ITG,IT
ITG18,ITG1,ITG,IT
ITG19,ITG1,ITG,IT
ITG25,ITG2,ITG,IT
ITG26,ITG2,ITG,IT
ITG27,ITG2,ITG,IT
ITG28,ITG2,ITG,IT
ITG29,ITG2,ITG,IT
ITG2A,ITG2,ITG,IT
ITG2B,ITG2,ITG,IT
ITG2C,ITG2,ITG,IT
ITH10,ITH1,ITH,IT
ITH20,ITH2,ITH,IT
ITH31,ITH3,ITH,IT
ITH32,ITH3,ITH,IT
ITH33,ITH3,ITH,IT
ITH34,ITH3,ITH,IT
ITH35,ITH3,ITH,IT
ITH36,ITH3,ITH,IT
ITH37,ITH3,ITH,IT
ITH41,ITH4,ITH,IT
ITH42,ITH4,ITH,IT
ITH43,ITH4,ITH,IT
ITH44,ITH4,ITH,IT
ITH51,ITH5,ITH,IT
ITH52,ITH5,ITH,IT
ITH53,ITH5,ITH,IT
ITH54,ITH5,ITH,IT
ITH55,ITH5,ITH,IT
ITH56,ITH5,ITH,IT
ITH57,ITH5,ITH,IT
ITH58,ITH5,ITH,IT
ITH59,ITH5,ITH,IT
ITI11,ITI1,ITI,IT
ITI12,ITI1,ITI,IT
ITI13,ITI1,ITI,IT
ITI14,ITI1,ITI,IT
ITI15,ITI1,ITI,IT
ITI16,ITI1,ITI,IT
ITI17,ITI1,ITI,IT
ITI18,ITI1,ITI,IT
ITI19,ITI1,ITI,IT
ITI1A,ITI1,ITI,IT
ITI21,ITI2,ITI,IT
ITI22,ITI2,ITI,IT
ITI31,ITI3,ITI,IT
ITI32,ITI3,ITI,IT
ITI33,ITI3,ITI,IT
ITI34,ITI3,ITI,IT
ITI35,ITI3,ITI,IT
ITI41,ITI4,ITI,IT
ITI42,ITI4,ITI,IT
ITI43,ITI4,ITI,IT
ITI44,ITI4,ITI,IT
ITI45,ITI4,ITI,IT
LI000,LI00,LI0,LI
LT011,LT01,LT0,LT
LT021,LT02,LT0,LT
LT022,LT02,LT0,LT
LT023,LT02,LT0,LT
LT024,LT02,LT0,LT
LT025,LT02,LT0,LT
LT026,LT02,LT0,LT
LT027,LT02,LT0,LT
LT028,LT02,LT0,LT
LT029,LT02,LT0,LT
LU000,LU00,LU0,LU
LV003,LV00,LV0,LV
LV005,LV00,LV0,LV
LV006,LV00,LV0,LV
LV007,LV00,LV0,LV
LV008,LV00,LV0,LV
LV009,LV00,LV0,LV
ME000,ME00,ME0,ME
MK001,MK00,MK0,MK
MK002,MK00,MK0,MK
MK003,MK00,MK0,MK
MK004,MK00,MK0,MK
MK005,MK00,MK0,MK
MK006,MK00,MK0,MK
MK007,MK00,MK0,MK
MK008,MK00,MK0,MK
MT001,MT00,MT0,MT
MT002,MT00,MT0,MT
NL111,NL11,NL1,NL
NL112,NL11,NL1,NL
NL113,NL11,NL1,NL
NL124,NL12,NL1,NL
NL125,NL12,NL1,NL
NL126,NL12,NL1,NL
NL131,NL13,NL1,NL
NL132,NL13,NL1,NL
NL133,NL13,NL1,NL
NL211,NL21,NL2,NL
NL212,NL21,NL2,NL
NL213,NL21,NL2,NL
NL221,NL22,NL2,NL
NL224,NL22,NL2,NL
NL225,NL22,NL2,NL
NL226,NL22,NL2,NL
NL230,NL23,NL2,NL
NL310,NL31,NL3,NL
NL321,NL32,NL3,NL
NL323,NL32,NL3,NL
NL324,NL32,NL3,NL
NL325,NL32,NL3,NL
NL327,NL32,NL3,NL
NL328,NL32,NL3,NL
NL329,NL32,NL3,NL
NL332,NL33,NL3,NL
NL333,NL33,NL3,NL
NL337,NL33,NL3,NL
NL33A,NL33,NL3,NL
NL33B,NL33,NL3,NL
NL33C,NL33,NL3,NL
NL341,NL34,NL3,NL
NL342,NL34,NL3,NL
NL411,NL41,NL4,NL
NL412,NL41,NL4,NL
NL413,NL41,NL4,NL
NL414,NL41,NL4,NL
NL421,NL42,NL4,NL
NL422,NL42,NL4,NL
NL423,NL42,NL4,NL
NO011,NO01,NO0,NO
NO012,NO01,NO0,NO
NO021,NO02,NO0,NO
NO022,NO02,NO0,NO
NO031,NO03,NO0,NO
NO032,NO03,NO0,NO
NO033,NO03,NO0,NO
NO034,NO03,NO0,NO
NO041,NO04,NO0,NO
NO042,NO04,NO0,NO
NO043,NO04,NO0,NO
NO051,NO05,NO0,NO
NO052,NO05,NO0,NO
NO053,NO05,NO0,NO
NO060,NO06,NO0,NO
NO071,NO07,NO0,NO
NO072,NO07,NO0,NO
NO073,NO07,NO0,NO
PL213,PL21,PL2,PL
PL214,PL21,PL2,PL
PL217,PL21,PL2,PL
PL218,PL21,PL2,PL
PL219,PL21,PL2,PL
PL21A,PL21,PL2,PL
PL224,PL22,PL2,PL
PL225,PL22,PL2,PL
PL227,PL22,PL2,PL
PL228,PL22,PL2,PL
PL229,PL22,PL2,PL
PL22A,PL22,PL2,PL
PL22B,PL22,PL2,PL
PL22C,PL22,PL2,PL
PL411,PL41,PL4,PL
PL414,PL41,PL4,PL
PL415,PL41,PL4,PL
PL416,PL41,PL4,PL
PL417,PL41,PL4,PL
PL418,PL41,PL4,PL
PL424,PL42,PL4,PL
PL426,PL42,PL4,PL
PL427,PL42,PL4,PL
PL428,PL42,PL4,PL
PL431,PL43,PL4,PL
PL432,PL43,PL4,PL
PL514,PL51,PL5,PL
PL515,PL51,PL5,PL
PL516,PL51,PL5,PL
PL517,PL51,PL5,PL
PL518,PL51,PL5,PL
PL523,PL52,PL5,PL
PL524,PL52,PL5,PL
PL613,PL61,PL6,PL
PL616,PL61,PL6,PL
PL617,PL61,PL6,PL
PL618,PL61,PL6,PL
PL619,PL61,PL6,PL
PL621,PL62,PL6,PL
PL622,PL62,PL6,PL
PL623,PL62,PL6,PL
PL633,PL63,PL6,PL
PL634,PL63,PL6,PL
PL636,PL63,PL6,PL
PL637,PL63,PL6,PL
PL638,PL63,PL6,PL
PL711,PL71,PL7,PL
PL712,PL71,PL7,PL
PL713,PL71,PL7,PL
PL714,PL71,PL7,PL
PL715,PL71,PL7,PL
PL721,PL72,PL7,PL
PL722,PL72,PL7,PL
PL811,PL81,PL8,PL
PL812,PL81,PL8,PL
PL814,PL81,PL8,PL
PL815,PL81,PL8,PL
PL821,PL82,PL8,PL
PL822,PL82,PL8,PL
PL823,PL82,PL8,PL
PL824,PL82,PL8,PL
PL841,PL84,PL8,PL
PL842,PL84,PL8,PL
PL843,PL84,PL8,PL
PL911,PL91,PL9,PL
PL912,PL91,PL9,PL
PL913,PL91,PL9,PL
PL921,PL92,PL9,PL
PL922,PL92,PL9,PL
PL923,PL92,PL9,PL
PL924,PL92,PL9,PL
PL925,PL92,PL9,PL
PL926,PL92,PL9,PL
PT111,PT11,PT1,PT
PT112,PT11,PT1,PT
PT119,PT11,PT1,PT
PT11A,PT11,PT1,PT
PT11B,PT11,PT1,PT
PT11C,PT11,PT1,PT
PT11D,PT11,PT1,PT
PT11E,PT11,PT1,PT
PT150,PT15,PT1,PT
PT16B,PT16,PT1,PT
PT16D,PT16,PT1,PT
PT16E,PT16,PT1,PT
PT16F,PT16,PT1,PT
PT16G,PT16,PT1,PT
PT16H,PT16,PT1,PT
PT16I,PT16,PT1,PT
PT16J,PT16,PT1,PT
PT170,PT17,PT1,PT
PT181,PT18,PT1,PT
PT184,PT18,PT1,PT
PT185,PT18,PT1,PT
PT186,PT18,PT1,PT
PT187,PT18,PT1,PT
PT200,PT20,PT2,PT
PT300,PT30,PT3,PT
RO111,RO11,RO1,RO
RO112,RO11,RO1,RO
RO113,RO11,RO1,RO
RO114,RO11,RO1,RO
RO115,RO11,RO1,RO
RO116,RO11,RO1,RO
RO121,RO12,RO1,RO
RO122,RO12,RO1,RO
RO123,RO12,RO1,RO
RO124,RO12,RO1,RO
RO125,RO12,RO1,RO
RO126,RO12,RO1,RO
RO211,RO21,RO2,RO
RO212,RO21,RO2,RO
RO213,RO21,RO2,RO
RO214,RO21,RO2,RO
RO215,RO21,RO2,RO
RO216,RO21,RO2,RO
RO221,RO22,RO2,RO
RO222,RO22,RO2,RO
RO223,RO22,RO2,RO
RO224,RO22,RO2,RO
RO225,RO22,RO2,RO
RO226,RO22,RO2,RO
RO311,RO31,RO3,RO
RO312,RO31,RO3,RO
RO313,RO31,RO3,RO
RO314,RO31,RO3,RO
RO315,RO31,RO3,RO
RO316,RO31,RO3,RO
RO317,RO31,RO3,RO
RO321,RO32,RO3,RO
RO322,RO32,RO3,RO
RO411,RO41,RO4,RO
RO412,RO41,RO4,RO
RO413,RO41,RO4,RO
RO414,RO41,RO4,RO
RO415,RO41,RO4,RO
RO421,RO42,RO4,RO
RO422,RO42,RO4,RO
RO423,RO42,RO4,RO
RO424,RO42,RO4,RO
RS110,RS11,RS1,RS
RS121,RS12,RS1,RS
RS122,RS12,RS1,RS
RS123,RS12,RS1,RS
RS124,RS12,RS1,RS
RS125,RS12,RS1,RS
RS126,RS12,RS1,RS
RS127,RS12,RS1,RS
RS211,RS21,RS2,RS
RS212,RS21,RS2,RS
RS213,RS21,RS2,RS
RS214,RS21,RS2,RS
RS215,RS21,RS2,RS
RS216,RS21,RS2,RS
RS217,RS21,RS2,RS
RS218,RS21,RS2,RS
RS221,RS22,RS2,RS
RS222,RS22,RS2,RS
RS223,RS22,RS2,RS
RS224,RS22,RS2,RS
RS225,RS22,RS2,RS
RS226,RS22,RS2,RS
RS227,RS22,RS2,RS
RS228,RS22,RS2,RS
RS229,RS22,RS2,RS
SE110,SE11,SE1,SE
SE121,SE12,SE1,SE
SE122,SE12,SE1,SE
SE123,SE12,SE1,SE
SE124,SE12,SE1,SE
SE125,SE12,SE1,SE
SE211,SE21,SE2,SE
SE212,SE21,SE2,SE
SE213,SE21,SE2,SE
SE214,SE21,SE2,SE
SE221,SE22,SE2,SE
SE224,SE22,SE2,SE
SE231,SE23,SE2,SE
SE232,SE23,SE2,SE
SE311,SE31,SE3,SE
SE312,SE31,SE3,SE
SE313,SE31,SE3,SE
SE321,SE32,SE3,SE
SE322,SE32,SE3,SE
SE331,SE33,SE3,SE
SE332,SE33,SE3,SE
SI031,SI03,SI0,SI
SI032,SI03,SI0,SI
SI033,SI03,SI0,SI
SI034,SI03,SI0,SI
SI035,SI03,SI0,SI
SI036,SI03,SI0,SI
SI037,SI03,SI0,SI
SI038,SI03,SI0,SI
SI041,SI04,SI0,SI
SI042,SI04,SI0,SI
SI043,SI04,SI0,SI
SI044,SI04,SI0,SI
SK010,SK01,SK0,SK
SK021,SK02,SK0,SK
SK022,SK02,SK0,SK
SK023,SK02,SK0,SK
SK031,SK03,SK0,SK
SK032,SK03,SK0,SK
SK041,SK04,SK0,SK
SK042,SK04,SK0,SK
TR100,TR10,TR1,TR
TR211,TR21,TR2,TR
TR212,TR21,TR2,TR
TR213,TR21,TR2,TR
TR221,TR22,TR2,TR
TR222,TR22,TR2,TR
TR310,TR31,TR3,TR
TR321,TR32,TR3,TR
TR322,TR32,TR3,TR
TR323,TR32,TR3,TR
TR331,TR33,TR3,TR
TR332,TR33,TR3,TR
TR333,TR33,TR3,TR
TR334,TR33,TR3,TR
TR411,TR41,TR4,TR
TR412,TR41,TR4,TR
TR413,TR41,TR4,TR
TR421,TR42,TR4,TR
TR422,TR42,TR4,TR
TR423,TR42,TR4,TR
TR424,TR42,TR4,TR
TR425,TR42,TR4,TR
TR510,TR51,TR5,TR
TR521,TR52,TR5,TR
TR522,TR52,TR5,TR
TR611,TR61,TR6,TR
TR612,TR61,TR6,TR
TR613,TR61,TR6,TR
TR621,TR62,TR6,TR
TR622,TR62,TR6,TR
TR631,TR63,TR6,TR
TR632,TR63,TR6,TR
TR633,TR63,TR6,TR
TR711,TR71,TR7,TR
TR712,TR71,TR7,TR
TR713,TR71,TR7,TR
TR714,TR71,TR7,TR
TR715,TR71,TR7,TR
TR721,TR72,TR7,TR
TR722,TR72,TR7,TR
TR723,TR72,TR7,TR
TR811,TR81,TR8,TR
TR812,TR81,TR8,TR
TR813,TR81,TR8,TR
TR821,TR82,TR8,TR
TR822,TR82,TR8,TR
TR823,TR82,TR8,TR
TR831,TR83,TR8,TR
TR832,TR83,TR8,TR
TR833,TR83,TR8,TR
TR834,TR83,TR8,TR
TR901,TR90,TR9,TR
TR902,TR90,TR9,TR
TR903,TR90,TR9,TR
TR904,TR90,TR9,TR
TR905,TR90,TR9,TR
TR906,TR90,TR9,TR
TRA11,TRA1,TRA,TR
TRA12,TRA1,TRA,TR
TRA13,TRA1,TRA,TR
TRA21,TRA2,TRA,TR
TRA22,TRA2,TRA,TR
TRA23,TRA2,TRA,TR
TRA24,TRA2,TRA,TR
TRB11,TRB1,TRB,TR
TRB12,TRB1,TRB,TR
TRB13,TRB1,TRB,TR
TRB14,TRB1,TRB,TR
TRB21,TRB2,TRB,TR
TRB22,TRB2,TRB,TR
TRB23,TRB2,TRB,TR
TRB24,TRB2,TRB,TR
TRC11,TRC1,TRC,TR
TRC12,TRC1,TRC,TR
TRC13,TRC1,TRC,TR
TRC21,TRC2,TRC,TR
TRC22,TRC2,TRC,TR
TRC31,TRC3,TRC,TR
TRC32,TRC3,TRC,TR
TRC33,TRC3,TRC,TR
TRC34,TRC3,TRC,TR
UKC11,UKC1,UKC,UK
UKC12,UKC1,UKC,UK
UKC13,UKC1,UKC,UK
UKC14,UKC1,UKC,UK
UKC21,UKC2,UKC,UK
UKC22,UKC2,UKC,UK
UKC23,UKC2,UKC,UK
UKD11,UKD1,UKD,UK
UKD12,UKD1,UKD,UK
UKD33,UKD3,UKD,UK
UKD34,UKD3,UKD,UK
UKD35,UKD3,UKD,UK
UKD36,UKD3,UKD,UK
UKD37,UKD3,UKD,UK
UKD41,UKD4,UKD,UK
UKD42,UKD4,UKD,UK
UKD44,UKD4,UKD,UK
UKD45,UKD4,UKD,UK
UKD46,UKD4,UKD,UK
UKD47,UKD4,UKD,UK
UKD61,UKD6,UKD,UK
UKD62,UKD6,UKD,UK
UKD63,UKD6,UKD,UK
UKD71,UKD7,UKD,UK
UKD72,UKD7,UKD,UK
UKD73,UKD7,UKD,UK
UKD74,UKD7,UKD,UK
UKE11,UKE1,UKE,UK
UKE12,UKE1,UKE,UK
UKE13,UKE1,UKE,UK
UKE21,UKE2,UKE,UK
UKE22,UKE2,UKE,UK
UKE31,UKE3,UKE,UK
UKE32,UKE3,UKE,UK
UKE41,UKE4,UKE,UK
UKE42,UKE4,UKE,UK
UKE44,UKE4,UKE,UK
UKE45,UKE4,UKE,UK
UKF11,UKF1,UKF,UK
UKF12,UKF1,UKF,UK
UKF13,UKF1,UKF,UK
UKF14,UKF1,UKF,UK
UKF15,UKF1,UKF,UK
UKF16,UKF1,UKF,UK
UKF21,UKF2,UKF,UK
UKF22,UKF2,UKF,UK
UKF24,UKF2,UKF,UK
UKF25,UKF2,UKF,UK
UKF30,UKF3,UKF,UK
UKG11,UKG1,UKG,UK
UKG12,UKG1,UKG,UK
UKG13,UKG1,UKG,UK
UKG21,UKG2,UKG,UK
UKG22,UKG2,UKG,UK
UKG23,UKG2,UKG,UK
UKG24,UKG2,UKG,UK
UKG31,UKG3,UKG,UK
UKG32,UKG3,UKG,UK
UKG33,UKG3,UKG,UK
UKG36,UKG3,UKG,UK
UKG37,UKG3,UKG,UK
UKG38,UKG3,UKG,UK
UKG39,UKG3,UKG,UK
UKH11,UKH1,UKH,UK
UKH12,UKH1,UKH,UK
UKH14,UKH1,UKH,UK
UKH15,UKH1,UKH,UK
UKH16,UKH1,UKH,UK
UKH17,UKH1,UKH,UK
UKH21,UKH2,UKH,UK
UKH23,UKH2,UKH,UK
UKH24,UKH2,UKH,UK
UKH25,UKH2,UKH,UK
UKH31,UKH3,UKH,UK
UKH32,UKH3,UKH,UK
UKH34,UKH3,UKH,UK
UKH35,UKH3,UKH,UK
UKH36,UKH3,UKH,UK
UKH37,UKH3,UKH,UK
UKI31,UKI3,UKI,UK
UKI32,UKI3,UKI,UK
UKI33,UKI3,UKI,UK
UKI34,UKI3,UKI,UK
UKI41,UKI4,UKI,UK
UKI42,UKI4,UKI,UK
UKI43,UKI4,UKI,UK
UKI44,UKI4,UKI,UK
UKI45,UKI4,UKI,UK
UKI51,UKI5,UKI,UK
UKI52,UKI5,UKI,UK
UKI53,UKI5,UKI,UK
UKI54,UKI5,UKI,UK
UKI61,UKI6,UKI,UK
UKI62,UKI6,UKI,UK
UKI63,UKI6,UKI,UK
UKI71,UKI7,UKI,UK
UKI72,UKI7,UKI,UK
UKI73,UKI7,UKI,UK
UKI74,UKI7,UKI,UK
UKI75,UKI7,UKI,UK
UKJ11,UKJ1,UKJ,UK
UKJ12,UKJ1,UKJ,UK
UKJ13,UKJ1,UKJ,UK
UKJ14,UKJ1,UKJ,UK
UKJ21,UKJ2,UKJ,UK
UKJ22,UKJ2,UKJ,UK
UKJ25,UKJ2,UKJ,UK
UKJ26,UKJ2,UKJ,UK
UKJ27,UKJ2,UKJ,UK
UKJ28,UKJ2,UKJ,UK
UKJ31,UKJ3,UKJ,UK
UKJ32,UKJ3,UKJ,UK
UKJ34,UKJ3,UKJ,UK
UKJ35,UKJ3,UKJ,UK
UKJ36,UKJ3,UKJ,UK
UKJ37,UKJ3,UKJ,UK
UKJ41,UKJ4,UKJ,UK
UKJ43,UKJ4,UKJ,UK
UKJ44,UKJ4,UKJ,UK
UKJ45,UKJ4,UKJ,UK
UKJ46,UKJ4,UKJ,UK
UKK11,UKK1,UKK,UK
UKK12,UKK1,UKK,UK
UKK13,UKK1,UKK,UK
UKK14,UKK1,UKK,UK
UKK15,UKK1,UKK,UK
UKK21,UKK2,UKK,UK
UKK22,UKK2,UKK,UK
UKK23,UKK2,UKK,UK
UKK30,UKK3,UKK,UK
UKK41,UKK4,UKK,UK
UKK42,UKK4,UKK,UK
UKK43,UKK4,UKK,UK
UKL11,UKL1,UKL,UK
UKL12,UKL1,UKL,UK
UKL13,UKL1,UKL,UK
UKL14,UKL1,UKL,UK
UKL15,UKL1,UKL,UK
UKL16,UKL1,UKL,UK
UKL17,UKL1,UKL,UK
UKL18,UKL1,UKL,UK
UKL21,UKL2,UKL,UK
UKL22,UKL2,UKL,UK
UKL23,UKL2,UKL,UK
UKL24,UKL2,UKL,UK
UKM50,UKM5,UKM,UK
UKM61,UKM6,UKM,UK
UKM62,UKM6,UKM,UK
UKM63,UKM6,UKM,UK
UKM64,UKM6,UKM,UK
UKM65,UKM6,UKM,UK
UKM66,UKM6,UKM,UK
UKM71,UKM7,UKM,UK
UKM72,UKM7,UKM,UK
UKM73,UKM7,UKM,UK
UKM75,UKM7,UKM,UK
UKM76,UKM7,UKM,UK
UKM77,UKM7,UKM,UK
UKM78,UKM7,UKM,UK
UKM81,UKM8,UKM,UK
UKM82,UKM8,UKM,UK
UKM83,UKM8,UKM,UK
UKM84,UKM8,UKM,UK
UKM91,UKM9,UKM,UK
UKM92,UKM9,UKM,UK
UKM93,UKM9,UKM,UK
UKM94,UKM9,UKM,UK
UKM95,UKM9,UKM,UK
UKN06,UKN0,UKN,UK
UKN07,UKN0,UKN,UK
UKN08,UKN0,UKN,UK
UKN09,UKN0,UKN,UK
UKN10,UKN1,UKN,UK
UKN11,UKN1,UKN,UK
UKN12,UKN1,UKN,UK
UKN13,UKN1,UKN,UK
UKN14,UKN1,UKN,UK
UKN15,UKN1,UKN,UK
UKN16,UKN1,UKN,UK
